GOV,Level of government,TAX,Revenue category,Year,Value
NES,Total,5112,5112 Sales tax,2012,0.0
NES,Total,5112,5112 Sales tax,2013,0.0
NES,Total,5112,5112 Sales tax,2014,0.0
NES,Total,5112,5112 Sales tax,2015,0.0
NES,Total,5112,5112 Sales tax,2016,0.0
NES,Total,5112,5112 Sales tax,2017,0.0
NES,Total,5112,5112 Sales tax,2018,0.0
NES,Total,5112,5112 Sales tax,2019,0.0
NES,Total,5112,5112 Sales tax,2020,0.0
NES,Total,5112,5112 Sales tax,2021,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2004,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2005,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2006,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2007,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2008,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2009,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2010,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2011,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2012,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2013,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2014,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2015,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2016,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2017,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2018,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2019,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2020,0.0
FED,Federal or Central government,5113,5113 Other (than value added and sales tax),2021,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2004,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2005,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2006,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2007,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2008,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2009,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2010,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2011,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2012,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2013,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2014,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2015,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2016,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2017,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2018,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2019,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2020,0.0
NES,Total,5113,5113 Other (than value added and sales tax),2021,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2004,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2005,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2006,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2007,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2008,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2009,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2010,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2011,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2012,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2013,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2014,0.0
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2015,10.77
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2016,6.62
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2017,105.333
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2018,305.235
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2019,285.478
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2020,420.088
FED,Federal or Central government,5120,5120 Taxes on specific goods and services,2021,543.692
NES,Total,5120,5120 Taxes on specific goods and services,2004,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2005,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2006,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2007,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2008,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2009,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2010,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2011,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2012,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2013,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2014,0.0
NES,Total,5120,5120 Taxes on specific goods and services,2015,10.77
NES,Total,5120,5120 Taxes on specific goods and services,2016,6.62
NES,Total,5120,5120 Taxes on specific goods and services,2017,105.333
NES,Total,5120,5120 Taxes on specific goods and services,2018,305.235
NES,Total,5120,5120 Taxes on specific goods and services,2019,285.478
NES,Total,5120,5120 Taxes on specific goods and services,2020,420.088
NES,Total,5120,5120 Taxes on specific goods and services,2021,543.692
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2004,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2005,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2006,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2007,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2008,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2009,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2010,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2011,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2012,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2013,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2014,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2015,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2016,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2017,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2018,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2019,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2020,0.0
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2021,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2004,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2005,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2006,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2007,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2008,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2009,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2010,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2011,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2012,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2013,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2014,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2015,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2016,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2017,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2018,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2019,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2020,0.0
NES,Total,5130,5130 Unallocable between 5110 and 5120,2021,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2004,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2005,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2006,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2007,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2008,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2009,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2010,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2011,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2012,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2013,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2014,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2015,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2016,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2017,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2018,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2019,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2020,0.0
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2021,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2004,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2005,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2006,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2007,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2008,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2009,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2010,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2011,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2012,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2013,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2014,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2015,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2016,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2017,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2018,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2019,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2020,0.0
NES,Total,5200,5200 Taxes on use of goods and perform activities,2021,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2004,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2005,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2006,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2007,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2008,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2009,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2010,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2011,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2012,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2013,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2014,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2015,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2016,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2017,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2018,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2019,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2020,0.0
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2021,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2004,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2005,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2006,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2007,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2008,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2009,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2010,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2011,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2012,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2013,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2014,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2015,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2016,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2017,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2018,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2019,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2020,0.0
NES,Total,5300,5300 Unallocable between 5100 and 5200,2021,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2004,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2005,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2006,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2007,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2008,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2009,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2010,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2011,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2012,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2013,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2014,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2015,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2016,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2017,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2018,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2019,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2020,0.0
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2021,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2004,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2005,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2006,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2007,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2008,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2009,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2010,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2011,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2012,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2013,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2014,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2015,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2016,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2017,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2018,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2019,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2020,0.0
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2021,0.0
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2004,1446.374
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2005,1462.424
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2006,1543.869
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2007,1836.545
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2008,2221.514
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2009,2595.144
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2010,2932.699
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2011,3394.427
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2012,3539.267
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2013,4421.882
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2014,5182.304
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2015,5872.243
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2016,5994.806
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2017,6095.027
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2018,7288.939
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2019,7247.74
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2020,6770.868
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2021,7826.412
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2004,1446.374
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2005,1462.424
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2006,1543.869
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2007,1836.545
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2008,2221.514
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2009,2595.144
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2010,2932.699
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2011,3394.427
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2012,3539.267
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2013,4421.882
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2014,5182.304
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2015,5872.243
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2016,5994.806
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2017,6095.027
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2018,7288.939
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2019,7247.74
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2020,6770.868
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2021,7826.412
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2004,2554.92
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2005,2974.8
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2006,4800.16
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2007,4939.41
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2008,6058.72
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2009,6320.74
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2010,5667.82
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2011,5579.68
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2012,8978.89
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2013,8669.38
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2014,9170.89
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2015,8977.68
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2016,7457.736
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2017,8787.299
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2018,8690.876
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2019,8929.079
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2020,11849.882
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2021,11304.826
NES,Total,TOTALNONTAX,Total non-tax revenue,2004,2554.92
NES,Total,TOTALNONTAX,Total non-tax revenue,2005,2974.8
NES,Total,TOTALNONTAX,Total non-tax revenue,2006,4800.16
NES,Total,TOTALNONTAX,Total non-tax revenue,2007,4939.41
NES,Total,TOTALNONTAX,Total non-tax revenue,2008,6058.72
NES,Total,TOTALNONTAX,Total non-tax revenue,2009,6320.74
NES,Total,TOTALNONTAX,Total non-tax revenue,2010,5667.82
NES,Total,TOTALNONTAX,Total non-tax revenue,2011,5579.68
NES,Total,TOTALNONTAX,Total non-tax revenue,2012,8978.89
NES,Total,TOTALNONTAX,Total non-tax revenue,2013,8669.38
NES,Total,TOTALNONTAX,Total non-tax revenue,2014,9170.89
NES,Total,TOTALNONTAX,Total non-tax revenue,2015,8977.68
NES,Total,TOTALNONTAX,Total non-tax revenue,2016,7457.736
NES,Total,TOTALNONTAX,Total non-tax revenue,2017,8787.299
NES,Total,TOTALNONTAX,Total non-tax revenue,2018,8690.876
NES,Total,TOTALNONTAX,Total non-tax revenue,2019,8929.079
NES,Total,TOTALNONTAX,Total non-tax revenue,2020,11849.882
NES,Total,TOTALNONTAX,Total non-tax revenue,2021,11304.826
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2004,163.56
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2005,222.17
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2006,324.4
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2007,294.0
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2008,569.41
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2009,731.12
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2010,1305.6
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2011,1561.86
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2012,1853.29
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2013,1175.16
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2014,634.7
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2015,966.11
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2016,1229.03
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2017,1004.5
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2018,1373.4
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2019,1255.9
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2020,1049.016
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2021,1756.63
NES,Total,NTR_A,Non-tax revenue: Grants,2004,163.56
NES,Total,NTR_A,Non-tax revenue: Grants,2005,222.17
NES,Total,NTR_A,Non-tax revenue: Grants,2006,324.4
NES,Total,NTR_A,Non-tax revenue: Grants,2007,294.0
NES,Total,NTR_A,Non-tax revenue: Grants,2008,569.41
NES,Total,NTR_A,Non-tax revenue: Grants,2009,731.12
NES,Total,NTR_A,Non-tax revenue: Grants,2010,1305.6
NES,Total,NTR_A,Non-tax revenue: Grants,2011,1561.86
NES,Total,NTR_A,Non-tax revenue: Grants,2012,1853.29
NES,Total,NTR_A,Non-tax revenue: Grants,2013,1175.16
NES,Total,NTR_A,Non-tax revenue: Grants,2014,634.7
NES,Total,NTR_A,Non-tax revenue: Grants,2015,966.11
NES,Total,NTR_A,Non-tax revenue: Grants,2016,1229.03
NES,Total,NTR_A,Non-tax revenue: Grants,2017,1004.5
NES,Total,NTR_A,Non-tax revenue: Grants,2018,1373.4
NES,Total,NTR_A,Non-tax revenue: Grants,2019,1255.9
NES,Total,NTR_A,Non-tax revenue: Grants,2020,1049.016
NES,Total,NTR_A,Non-tax revenue: Grants,2021,1756.63
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2004,208.11
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2005,269.52
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2006,360.49
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2007,364.53
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2008,464.79
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2009,472.05
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2010,1583.25
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2011,1110.9
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2012,1011.37
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2013,1277.78
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2014,1295.91
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2015,1394.26
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2016,1449.42
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2017,1457.12
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2018,1612.531
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2019,1330.258
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2020,1676.75
FED,Federal or Central government,NTR_B,Non-tax revenue: Property income,2021,1947.68
NES,Total,NTR_B,Non-tax revenue: Property income,2004,208.11
NES,Total,NTR_B,Non-tax revenue: Property income,2005,269.52
NES,Total,NTR_B,Non-tax revenue: Property income,2006,360.49
NES,Total,NTR_B,Non-tax revenue: Property income,2007,364.53
NES,Total,NTR_B,Non-tax revenue: Property income,2008,464.79
NES,Total,NTR_B,Non-tax revenue: Property income,2009,472.05
NES,Total,NTR_B,Non-tax revenue: Property income,2010,1583.25
NES,Total,NTR_B,Non-tax revenue: Property income,2011,1110.9
NES,Total,NTR_B,Non-tax revenue: Property income,2012,1011.37
NES,Total,NTR_B,Non-tax revenue: Property income,2013,1277.78
NES,Total,NTR_B,Non-tax revenue: Property income,2014,1295.91
NES,Total,NTR_B,Non-tax revenue: Property income,2015,1394.26
NES,Total,NTR_B,Non-tax revenue: Property income,2016,1449.42
NES,Total,NTR_B,Non-tax revenue: Property income,2017,1457.12
NES,Total,NTR_B,Non-tax revenue: Property income,2018,1612.531
NES,Total,NTR_B,Non-tax revenue: Property income,2019,1330.258
NES,Total,NTR_B,Non-tax revenue: Property income,2020,1676.75
NES,Total,NTR_B,Non-tax revenue: Property income,2021,1947.68
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2004,208.11
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2005,269.52
FED,Federal or Central government,NTR_BA,Non-tax revenue: Rents and royalties,2006,360.49
