GOV,Level of government,TAX,Revenue category,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
NES,Total,5120,5120 Taxes on specific goods and services,2016,2016,LSL,Loti,6,Millions,,,6.62,,
NES,Total,5120,5120 Taxes on specific goods and services,2017,2017,LSL,Loti,6,Millions,,,105.333,,
NES,Total,5120,5120 Taxes on specific goods and services,2018,2018,LSL,Loti,6,Millions,,,305.235,,
NES,Total,5120,5120 Taxes on specific goods and services,2019,2019,LSL,Loti,6,Millions,,,285.478,,
NES,Total,5120,5120 Taxes on specific goods and services,2020,2020,LSL,Loti,6,Millions,,,420.088,,
NES,Total,5120,5120 Taxes on specific goods and services,2021,2021,LSL,Loti,6,Millions,,,543.692,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2004,2004,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2005,2005,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2006,2006,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2007,2007,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2008,2008,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2009,2009,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2010,2010,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2011,2011,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2012,2012,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2013,2013,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2014,2014,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2015,2015,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2016,2016,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2017,2017,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2018,2018,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2019,2019,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2020,2020,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5130,5130 Unallocable between 5110 and 5120,2021,2021,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2004,2004,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2005,2005,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2006,2006,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2007,2007,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2008,2008,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2009,2009,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2010,2010,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2011,2011,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2012,2012,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2013,2013,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2014,2014,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2015,2015,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2016,2016,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2017,2017,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2018,2018,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2019,2019,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2020,2020,LSL,Loti,6,Millions,,,0,,
NES,Total,5130,5130 Unallocable between 5110 and 5120,2021,2021,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2004,2004,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2005,2005,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2006,2006,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2007,2007,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2008,2008,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2009,2009,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2010,2010,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2011,2011,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2012,2012,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2013,2013,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2014,2014,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2015,2015,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2016,2016,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2017,2017,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2018,2018,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2019,2019,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2020,2020,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5200,5200 Taxes on use of goods and perform activities,2021,2021,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2004,2004,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2005,2005,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2006,2006,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2007,2007,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2008,2008,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2009,2009,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2010,2010,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2011,2011,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2012,2012,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2013,2013,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2014,2014,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2015,2015,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2016,2016,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2017,2017,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2018,2018,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2019,2019,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2020,2020,LSL,Loti,6,Millions,,,0,,
NES,Total,5200,5200 Taxes on use of goods and perform activities,2021,2021,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2004,2004,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2005,2005,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2006,2006,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2007,2007,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2008,2008,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2009,2009,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2010,2010,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2011,2011,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2012,2012,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2013,2013,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2014,2014,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2015,2015,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2016,2016,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2017,2017,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2018,2018,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2019,2019,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2020,2020,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,5300,5300 Unallocable between 5100 and 5200,2021,2021,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2004,2004,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2005,2005,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2006,2006,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2007,2007,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2008,2008,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2009,2009,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2010,2010,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2011,2011,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2012,2012,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2013,2013,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2014,2014,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2015,2015,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2016,2016,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2017,2017,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2018,2018,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2019,2019,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2020,2020,LSL,Loti,6,Millions,,,0,,
NES,Total,5300,5300 Unallocable between 5100 and 5200,2021,2021,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2004,2004,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2005,2005,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2006,2006,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2007,2007,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2008,2008,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2009,2009,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2010,2010,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2011,2011,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2012,2012,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2013,2013,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2014,2014,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2015,2015,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2016,2016,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2017,2017,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2018,2018,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2019,2019,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2020,2020,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2021,2021,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2004,2004,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2005,2005,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2006,2006,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2007,2007,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2008,2008,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2009,2009,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2010,2010,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2011,2011,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2012,2012,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2013,2013,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2014,2014,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2015,2015,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2016,2016,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2017,2017,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2018,2018,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2019,2019,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2020,2020,LSL,Loti,6,Millions,,,0,,
NES,Total,6000,"6000 Taxes other than 1000, 2000, 3000, 4000 and 5000",2021,2021,LSL,Loti,6,Millions,,,0,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2004,2004,LSL,Loti,6,Millions,,,1446.374,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2005,2005,LSL,Loti,6,Millions,,,1462.424,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2006,2006,LSL,Loti,6,Millions,,,1543.869,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2007,2007,LSL,Loti,6,Millions,,,1836.545,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2008,2008,LSL,Loti,6,Millions,,,2221.514,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2009,2009,LSL,Loti,6,Millions,,,2595.144,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2010,2010,LSL,Loti,6,Millions,,,2932.699,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2011,2011,LSL,Loti,6,Millions,,,3394.427,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2012,2012,LSL,Loti,6,Millions,,,3539.267,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2013,2013,LSL,Loti,6,Millions,,,4421.882,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2014,2014,LSL,Loti,6,Millions,,,5182.304,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2015,2015,LSL,Loti,6,Millions,,,5872.243,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2016,2016,LSL,Loti,6,Millions,,,5994.806,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2017,2017,LSL,Loti,6,Millions,,,6095.027,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2018,2018,LSL,Loti,6,Millions,,,7288.939,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2019,2019,LSL,Loti,6,Millions,,,7247.74,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2020,2020,LSL,Loti,6,Millions,,,6770.868,,
FED,Federal or Central government,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2021,2021,LSL,Loti,6,Millions,,,7826.412,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2004,2004,LSL,Loti,6,Millions,,,1446.374,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2005,2005,LSL,Loti,6,Millions,,,1462.424,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2006,2006,LSL,Loti,6,Millions,,,1543.869,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2007,2007,LSL,Loti,6,Millions,,,1836.545,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2008,2008,LSL,Loti,6,Millions,,,2221.514,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2009,2009,LSL,Loti,6,Millions,,,2595.144,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2010,2010,LSL,Loti,6,Millions,,,2932.699,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2011,2011,LSL,Loti,6,Millions,,,3394.427,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2012,2012,LSL,Loti,6,Millions,,,3539.267,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2013,2013,LSL,Loti,6,Millions,,,4421.882,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2014,2014,LSL,Loti,6,Millions,,,5182.304,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2015,2015,LSL,Loti,6,Millions,,,5872.243,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2016,2016,LSL,Loti,6,Millions,,,5994.806,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2017,2017,LSL,Loti,6,Millions,,,6095.027,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2018,2018,LSL,Loti,6,Millions,,,7288.939,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2019,2019,LSL,Loti,6,Millions,,,7247.74,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2020,2020,LSL,Loti,6,Millions,,,6770.868,,
NES,Total,TOTALTAXNOSSC,Total tax revenues not including social security contributions,2021,2021,LSL,Loti,6,Millions,,,7826.412,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2004,2004,LSL,Loti,6,Millions,,,2554.92,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2005,2005,LSL,Loti,6,Millions,,,2974.8,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2006,2006,LSL,Loti,6,Millions,,,4800.16,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2007,2007,LSL,Loti,6,Millions,,,4939.41,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2008,2008,LSL,Loti,6,Millions,,,6058.72,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2009,2009,LSL,Loti,6,Millions,,,6320.74,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2010,2010,LSL,Loti,6,Millions,,,5667.82,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2011,2011,LSL,Loti,6,Millions,,,5579.68,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2012,2012,LSL,Loti,6,Millions,,,8978.89,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2013,2013,LSL,Loti,6,Millions,,,8669.38,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2014,2014,LSL,Loti,6,Millions,,,9170.89,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2015,2015,LSL,Loti,6,Millions,,,8977.68,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2016,2016,LSL,Loti,6,Millions,,,7457.736,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2017,2017,LSL,Loti,6,Millions,,,8787.299,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2018,2018,LSL,Loti,6,Millions,,,8690.876,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2019,2019,LSL,Loti,6,Millions,,,8929.079,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2020,2020,LSL,Loti,6,Millions,,,11849.882,,
FED,Federal or Central government,TOTALNONTAX,Total non-tax revenue,2021,2021,LSL,Loti,6,Millions,,,11304.826,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2004,2004,LSL,Loti,6,Millions,,,2554.92,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2005,2005,LSL,Loti,6,Millions,,,2974.8,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2006,2006,LSL,Loti,6,Millions,,,4800.16,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2007,2007,LSL,Loti,6,Millions,,,4939.41,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2008,2008,LSL,Loti,6,Millions,,,6058.72,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2009,2009,LSL,Loti,6,Millions,,,6320.74,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2010,2010,LSL,Loti,6,Millions,,,5667.82,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2011,2011,LSL,Loti,6,Millions,,,5579.68,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2012,2012,LSL,Loti,6,Millions,,,8978.89,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2013,2013,LSL,Loti,6,Millions,,,8669.38,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2014,2014,LSL,Loti,6,Millions,,,9170.89,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2015,2015,LSL,Loti,6,Millions,,,8977.68,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2016,2016,LSL,Loti,6,Millions,,,7457.736,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2017,2017,LSL,Loti,6,Millions,,,8787.299,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2018,2018,LSL,Loti,6,Millions,,,8690.876,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2019,2019,LSL,Loti,6,Millions,,,8929.079,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2020,2020,LSL,Loti,6,Millions,,,11849.882,,
NES,Total,TOTALNONTAX,Total non-tax revenue,2021,2021,LSL,Loti,6,Millions,,,11304.826,,
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2004,2004,LSL,Loti,6,Millions,,,163.56,,
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2005,2005,LSL,Loti,6,Millions,,,222.17,,
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2006,2006,LSL,Loti,6,Millions,,,324.4,,
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2007,2007,LSL,Loti,6,Millions,,,294,,
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2008,2008,LSL,Loti,6,Millions,,,569.41,,
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2009,2009,LSL,Loti,6,Millions,,,731.12,,
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2010,2010,LSL,Loti,6,Millions,,,1305.6,,
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2011,2011,LSL,Loti,6,Millions,,,1561.86,,
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2012,2012,LSL,Loti,6,Millions,,,1853.29,,
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2013,2013,LSL,Loti,6,Millions,,,1175.16,,
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2014,2014,LSL,Loti,6,Millions,,,634.7,,
FED,Federal or Central government,NTR_A,Non-tax revenue: Grants,2015,2015,LSL,Loti,6,Millions,,,966.11,,
